SaleID,price
200000,1177.7415204714544
200001,1868.3581683686762
200002,8525.105697800076
200003,1329.322068307773
200004,2052.4146181428428
200005,1212.7330183824229
200006,380.57630975262066
200007,3641.504471984167
200008,12376.79450455658
200009,619.9401956415509
200010,529.2464610802857
200011,2575.338491520403
200012,5959.116822513192
200013,8147.40446209419
200014,1970.0886041757353
200015,242.9318998427872
200016,1718.5166417052
200017,8458.151063110508
200018,6524.958227819596
200019,655.655848862859
200020,24440.130720496316
200021,7672.677184722284
200022,1903.1657432523189
200023,1535.1880996654986
200024,914.450874475218
200025,9475.207945177004
200026,481.70319100105985
200027,12716.647186573766
200028,4315.464622058561
200029,7777.674416325009
200030,17324.81845009247
200031,12107.15700055701
200032,577.7788552301713
200033,14482.6816804335
200034,830.7935255509549
200035,1921.5761503763997
200036,14446.899020489876
200037,6261.51277178487
200038,1288.108783514097
200039,302.8513892438844
200040,594.3427763688255
200041,26096.316922596874
200042,374.39492076017444
200043,8111.999619496209
200044,17787.40682628566
200045,631.1604283709455
200046,15353.092797723351
200047,17127.824876459104
200048,1995.8965209602213
200049,3068.595435661011
200050,894.377053934121
200051,4488.073336231097
200052,2829.5383439820816
200053,294.4784286860521
200054,12969.52158851608
200055,9847.30725833068
200056,8390.492551209638
200057,3324.7037486547983
200058,1203.568994165577
200059,5080.710616862154
200060,7918.836226150164
200061,1163.0353589409242
200062,5313.850953348487
200063,8691.75968890112
200064,1222.2437518756942
200065,1847.5587507316152
200066,559.7751974255132
200067,10332.22211601727
200068,161.88411476612038
200069,17714.29915635529
200070,9184.63269107696
200071,392.7330409665324
200072,5798.284940583983
200073,19749.384150665574
200074,4321.40375133051
200075,15014.336304145902
200076,3047.3670831740055
200077,423.0278219724473
200078,368.3346597375445
200079,2901.8821962574566
200080,3322.1843394098833
200081,2021.7282468755811
200082,4083.5803677156505
200083,437.33897716954687
200084,1310.2849033440507
200085,1613.0227985107927
200086,6754.344243157267
200087,3339.9482400580464
200088,2691.790493830932
200089,41336.35231680094
200090,3031.1681431444968
200091,189.03080141093147
200092,2037.7622011564572
200093,16665.176271279444
200094,6981.299189690995
200095,5488.3684882106345
200096,2381.038681228825
200097,1175.6595558379063
200098,383.7855886999335
200099,20857.521932379925
200100,21391.884432737075
200101,8078.394306245883
200102,1801.9648081887708
200103,10316.152944097272
200104,5586.6346626802715
200105,3446.5807054871293
200106,8528.992926102539
200107,1838.6954512125376
200108,15125.282206280655
